0,0,0,3,0,3,0,3
1,0,0,1,0,1,0,1,0
1,0,4,5,0,1,0,1,1
1,0,0,1,4,5,0,1,2
1,0,4,5,4,5,0,1,3
1,0,0,1,0,1,4,5,4
1,0,4,5,0,1,4,5,5
1,0,0,1,4,5,4,5,6
1,0,4,5,4,5,4,5,7
2,0,2,3,2,3,2,3,0
2,1,8,9,2,3,2,3,1
2,2,2,3,8,9,2,3,2
2,3,8,9,8,9,2,3,3
2,4,2,3,2,3,8,9,4
2,5,8,9,2,3,8,9,5
2,6,2,3,8,9,8,9,6
2,7,8,9,8,9,8,9,7
